soil_moisture,soil_ph,soil_temperature,nitrogen,phosphorus,potassium,area_ha,kc,et0,etc_per_day,rain_3day,temp_max,temp_min,humidity,wind_speed,depletion_mm,TAW,RAW,root_depth,water_need_level,optimal_moisture,soil_infiltration,growth_stage_enc,should_irrigate,urgency,water_litres,efficiency_score
83.88,5.58,24.97,63.38,8.7,63.53,3.852,1.15,2.062,2.371,1.25,27.99,17.61,67.89,1.64,0.0,132.0,46.2,1.1,3,70,40,4,0,0,541551.19,87.93
15.12,7.61,20.9,24.14,64.85,8.33,18.015,0.69,3.52,2.429,2.89,38.61,31.37,46.26,23.75,178.91,166.5,74.92,0.9,1,55,20,1,1,3,2330448.73,60.52
28.38,5.18,32.18,106.65,27.52,47.79,19.846,0.69,1.918,1.324,2.14,25.71,15.64,47.26,0.81,96.16,160.0,64.0,1.0,2,65,2,1,1,2,1132371.74,74.78
25.29,7.7,34.14,107.22,75.06,78.87,2.538,0.935,1.639,1.533,3.18,24.71,18.12,46.51,3.1,114.41,144.0,64.8,0.9,1,55,2,2,1,2,157858.5,68.67
16.84,6.45,22.13,119.83,74.21,17.54,18.356,1.15,2.65,3.047,1.22,30.56,18.07,60.03,18.15,1.77,121.0,42.35,1.1,3,70,50,3,1,3,3270501.86,78.49
48.41,6.95,28.87,96.15,8.32,88.99,19.812,0.69,1.505,1.039,2.01,20.97,11.5,64.27,9.33,0.0,150.0,60.0,1.0,2,60,1,1,0,1,814829.74,80.32
49.39,7.09,39.23,78.81,12.27,32.11,8.452,0.48,3.759,1.804,0.33,40.21,29.4,69.43,20.99,0.0,120.0,48.0,1.0,2,65,40,0,0,1,1080191.8,87.18
74.65,8.19,38.9,40.6,37.18,27.33,6.609,1.1,2.482,2.73,2.83,27.89,11.59,24.72,5.07,0.0,162.0,72.9,0.9,1,55,10,4,0,0,1034615.63,81.36
51.3,5.33,39.7,119.87,8.82,61.76,16.28,0.75,2.363,1.772,7.78,27.74,13.73,34.08,3.2,0.0,166.5,74.92,0.9,1,45,20,5,0,1,122136.54,82.24
80.36,6.9,18.87,48.32,71.12,6.33,4.223,0.977,2.113,2.065,0.52,25.6,17.18,27.39,21.21,0.0,110.0,44.0,1.0,2,65,50,2,0,0,615471.61,81.15
52.03,7.71,33.28,78.68,63.03,5.71,10.146,0.4,2.656,1.063,1.92,33.72,25.61,61.73,11.68,0.0,180.0,72.0,1.0,2,65,10,0,0,1,427639.76,76.08
49.82,7.95,25.25,61.06,77.56,79.1,18.581,0.637,1.616,1.03,3.42,20.33,7.29,36.76,10.11,0.0,180.0,72.0,1.0,2,60,10,5,0,1,393852.31,85.74
69.61,8.19,38.3,86.88,34.65,23.09,5.491,0.48,2.905,1.394,4.26,29.9,15.28,23.01,20.36,0.0,204.0,61.2,1.2,4,85,25,0,0,0,185165.69,78.99
46.97,5.01,22.24,17.61,66.42,48.29,5.011,0.85,1.5,1.275,0.72,18.54,6.73,76.41,19.16,0.0,153.0,68.85,0.9,1,50,25,2,0,1,431708.61,74.32
46.42,5.06,27.33,91.63,35.71,78.68,9.587,1.15,5.911,6.798,4.83,45.02,30.88,24.13,1.68,0.0,185.0,74.0,1.0,2,60,20,3,0,1,3757041.23,82.47
30.14,8.39,39.58,98.01,59.38,5.08,2.209,0.46,4.126,1.898,1.63,38.13,27.8,21.46,18.52,8.6,170.0,68.0,1.0,2,65,25,0,0,2,247128.32,77.94
65.87,8.05,18.9,107.47,18.62,40.94,10.591,0.46,2.184,1.005,7.66,27.42,15.91,73.88,17.86,0.0,176.0,61.6,1.1,3,70,2,0,0,0,0.0,80.27
93.81,7.18,25.01,32.61,23.3,17.83,14.561,0.9,2.88,2.592,0.21,37.63,28.83,86.91,13.81,0.0,222.0,66.6,1.2,4,85,20,5,0,0,2367403.92,79.9
85.99,8.0,20.04,33.58,52.76,79.08,6.403,0.935,3.059,2.86,0.98,33.76,17.19,77.8,22.29,0.0,110.0,44.0,1.0,2,60,50,2,0,0,1233577.12,80.13
24.12,7.27,22.6,85.67,15.64,61.57,14.2,1.1,4.825,5.308,1.0,43.71,29.78,59.21,19.6,75.67,187.0,65.45,1.1,3,75,25,4,1,2,5241771.88,71.74
94.12,6.1,17.11,39.9,12.46,33.84,2.645,0.72,3.03,2.182,0.13,31.19,16.07,25.06,14.08,0.0,180.0,72.0,1.0,2,65,10,1,0,0,429214.21,87.52
88.71,6.72,34.23,73.18,30.55,25.84,15.196,0.85,2.44,2.074,2.47,30.9,13.94,93.18,5.26,0.0,162.0,72.9,0.9,1,50,10,2,0,0,1655695.28,85.2
63.59,7.56,24.74,115.43,9.32,7.48,8.37,0.44,1.879,0.827,1.05,22.64,10.55,20.68,11.49,0.0,170.0,68.0,1.0,2,60,25,0,0,0,331833.92,85.14
50.57,8.35,31.38,23.39,42.42,84.19,8.841,0.48,3.207,1.539,1.07,32.12,14.88,30.19,18.38,0.0,185.0,74.0,1.0,2,65,20,0,0,1,870591.84,77.93
75.87,8.65,17.82,110.06,32.01,5.55,2.337,0.6,4.378,2.627,9.76,44.54,26.77,87.15,11.04,0.0,135.0,60.75,0.9,1,50,1,1,0,0,85779.31,83.4
24.1,6.03,39.96,76.98,30.5,58.06,8.64,0.825,1.5,1.238,4.04,19.49,11.87,21.44,6.37,69.04,170.0,68.0,1.0,2,60,25,5,1,2,211520.86,80.51
58.89,4.57,24.08,55.79,30.71,51.43,10.312,1.15,1.987,2.285,4.24,23.62,8.85,32.09,11.47,0.0,185.0,74.0,1.0,2,60,20,4,0,0,1033262.4,79.49
49.57,8.05,32.84,49.22,72.16,17.07,7.234,0.722,4.205,3.038,0.04,38.93,22.59,44.19,14.03,0.0,150.0,60.0,1.0,2,60,1,2,0,1,1494862.36,84.14
20.92,4.78,26.07,51.85,17.12,27.38,19.486,0.977,2.639,2.579,1.48,33.4,27.25,23.73,1.05,140.82,185.0,74.0,1.0,2,65,20,2,1,3,3312138.12,62.74
81.63,6.16,34.36,91.51,41.22,39.37,3.693,1.15,1.917,2.204,0.67,26.36,16.96,80.95,13.82,0.0,165.0,57.75,1.1,3,70,1,3,0,0,489491.59,88.29
80.51,8.09,35.6,56.5,69.92,42.79,3.446,0.72,2.476,1.783,3.21,29.92,20.5,49.41,16.47,0.0,160.0,64.0,1.0,2,65,2,1,0,0,249560.25,81.11
40.27,7.18,17.1,84.2,18.42,77.31,8.092,1.15,1.896,2.18,5.27,24.62,10.94,61.55,4.3,0.0,166.5,74.92,0.9,1,55,20,4,0,1,590184.42,85.17
25.67,8.86,26.05,88.75,38.9,20.94,15.186,1.2,2.233,2.679,1.83,26.68,12.81,39.3,6.03,123.25,160.0,64.0,1.0,2,65,2,4,1,2,2584038.45,62.15
64.09,4.79,33.35,71.67,51.77,35.05,11.168,0.69,1.901,1.311,3.33,29.16,23.1,83.33,16.95,0.0,108.0,48.6,0.9,1,55,40,1,0,0,438781.58,76.88
70.0,6.0,18.94,109.22,12.85,69.75,2.125,1.15,3.015,3.467,6.04,38.54,32.11,58.16,4.7,0.0,203.5,71.23,1.1,3,70,20,3,0,0,316832.92,84.13
16.23,7.33,26.13,103.87,37.49,39.95,9.136,1.2,4.457,5.348,8.32,43.8,31.17,70.2,18.01,217.66,160.0,64.0,1.0,2,65,2,4,0,3,2434150.05,55.16
32.19,5.42,36.45,100.52,53.78,10.35,6.429,0.892,3.429,3.06,0.91,40.03,31.79,66.8,13.57,0.0,187.0,65.45,1.1,3,75,25,2,0,2,1400986.65,81.97
35.54,8.53,28.52,15.56,67.52,72.27,16.636,0.63,3.093,1.949,0.26,37.14,22.89,88.03,3.19,5.07,198.0,69.3,1.1,3,70,10,1,0,1,2039185.0,77.53
29.09,5.14,26.14,98.81,65.39,77.36,15.402,0.6,1.617,0.97,1.99,19.85,5.49,58.92,18.16,65.06,203.5,71.23,1.1,3,75,20,1,1,2,585354.85,76.19
25.09,8.57,24.37,71.97,20.54,36.36,17.424,0.72,1.821,1.311,2.21,24.29,16.61,39.54,14.37,0.0,132.0,39.6,1.2,4,85,50,1,1,2,956349.95,79.53
30.91,7.53,29.66,42.83,51.34,22.84,16.696,0.75,1.568,1.176,2.08,18.67,6.29,43.91,22.03,90.94,150.0,60.0,1.0,2,65,1,5,1,2,906452.98,71.62
88.91,6.0,37.01,88.52,13.11,13.83,16.365,1.0,2.595,2.595,0.36,32.05,20.61,86.84,22.6,0.0,108.0,48.6,0.9,1,50,40,4,0,0,2811931.65,82.39
64.7,7.12,19.18,93.99,28.4,57.75,7.301,1.15,1.515,1.742,0.66,20.53,8.71,43.0,1.78,0.0,170.0,68.0,1.0,2,60,25,3,0,0,837090.53,83.89
23.11,4.89,38.6,17.37,33.2,16.34,18.791,0.46,2.277,1.047,6.94,32.43,25.99,77.66,19.52,107.0,166.5,74.92,0.9,1,55,20,0,1,2,0.0,66.91
45.72,7.87,29.77,88.4,18.53,42.15,8.699,1.0,3.426,3.426,0.25,47.43,42.18,81.2,2.43,0.0,160.0,64.0,1.0,2,65,2,3,0,1,1983016.99,79.92
71.06,7.55,30.7,94.07,22.43,58.88,12.797,1.0,4.014,4.014,11.19,37.63,24.9,36.61,22.86,0.0,150.0,60.0,1.0,2,65,1,4,0,0,1502601.62,87.55
23.67,6.14,39.4,67.99,47.05,86.09,17.738,1.15,3.329,3.829,7.58,35.06,26.56,28.77,21.59,0.0,110.0,44.0,1.0,2,60,50,4,1,2,2733750.44,75.92
22.56,7.23,24.19,23.15,73.94,25.35,14.252,0.6,2.541,1.525,1.79,30.88,15.12,72.56,3.08,111.93,166.5,74.92,0.9,1,50,20,1,1,2,1083281.99,71.4
42.21,5.98,17.86,29.59,58.51,56.84,7.176,1.0,4.009,4.009,5.65,43.08,31.79,79.58,19.53,0.0,144.0,64.8,0.9,1,45,2,4,0,1,1504025.54,89.3
69.33,7.87,34.42,24.45,27.52,13.86,3.868,0.9,4.305,3.875,1.15,41.35,24.04,70.52,22.15,0.0,144.0,43.2,1.2,4,85,40,5,0,0,1050571.81,82.03
78.84,8.93,35.68,50.79,13.26,79.31,11.467,1.15,5.23,6.014,3.33,43.74,33.71,22.17,1.31,0.0,203.5,71.23,1.1,3,70,20,3,0,0,3926694.68,76.81
74.64,6.39,29.08,97.14,23.98,40.1,14.618,1.1,4.492,4.941,3.14,45.55,36.78,66.7,23.78,0.0,203.5,71.23,1.1,3,75,20,4,0,0,4710488.97,82.95
22.74,5.5,21.39,8.82,12.64,30.05,1.906,0.51,1.597,0.814,5.02,23.09,17.38,51.24,20.53,152.6,160.0,64.0,1.0,2,60,2,1,1,2,0.0,64.71
74.65,5.6,32.56,91.69,45.73,73.6,1.518,1.0,2.867,2.867,0.72,35.84,24.6,80.39,3.2,0.0,120.0,48.0,1.0,2,60,40,4,0,0,291777.31,79.4
23.44,6.28,29.58,100.11,52.6,46.79,5.785,1.1,2.291,2.52,3.82,26.78,11.76,28.55,3.66,149.08,135.0,60.75,0.9,1,55,1,3,1,2,752736.26,63.9
24.62,7.24,20.98,7.96,67.42,48.23,0.575,0.935,4.378,4.093,0.61,44.86,32.9,75.28,10.59,138.43,135.0,60.75,0.9,1,55,1,2,1,2,158470.77,57.91
66.51,4.92,24.93,67.86,58.24,58.8,17.736,0.46,5.283,2.43,0.11,47.77,30.59,77.31,17.15,0.0,121.0,42.35,1.1,3,70,50,0,0,0,3008665.64,75.61
68.1,6.36,24.62,67.39,73.0,27.18,8.041,0.69,2.809,1.938,1.3,37.59,30.17,82.62,16.65,0.0,165.0,57.75,1.1,3,70,1,1,0,0,975155.94,84.77
20.66,6.42,21.54,98.92,61.46,76.56,13.066,0.42,3.774,1.585,6.38,41.86,31.16,70.85,0.78,157.79,203.5,71.23,1.1,3,70,20,0,1,3,206854.68,64.27
84.29,7.97,22.16,36.38,64.97,20.7,2.302,0.85,1.5,1.275,1.99,18.45,9.57,27.44,20.04,0.0,180.0,72.0,1.0,2,60,10,4,0,0,130041.63,79.54
73.09,6.76,15.16,41.71,61.26,20.99,19.241,1.1,5.948,6.543,1.06,44.9,29.78,25.89,8.85,0.0,166.5,74.92,0.9,1,55,20,4,0,0,7889427.3,84.49
94.97,5.16,22.88,106.22,15.83,44.91,19.516,0.6,2.239,1.343,1.24,25.42,11.28,26.0,15.02,0.0,153.0,68.85,0.9,1,50,25,1,0,0,1530268.99,76.21
58.68,5.13,35.36,91.33,45.87,36.2,18.313,0.85,2.916,2.479,0.41,37.03,28.33,80.5,15.88,0.0,166.5,74.92,0.9,1,45,20,2,0,0,2829219.01,79.63
90.05,5.8,31.59,9.19,46.74,24.65,2.879,0.6,3.935,2.361,1.01,41.21,25.68,73.64,0.28,0.0,176.0,61.6,1.1,3,75,2,1,0,0,420237.73,82.24
65.23,8.05,25.68,67.31,9.82,41.31,8.709,1.15,3.404,3.915,0.43,36.35,26.43,37.88,5.94,0.0,160.0,64.0,1.0,2,65,2,4,0,0,2424018.46,83.75
64.81,7.11,28.28,47.27,62.65,83.37,8.856,0.46,2.155,0.991,13.27,30.27,23.16,70.3,13.95,0.0,170.0,68.0,1.0,2,65,25,0,0,0,0.0,84.55
93.78,7.76,18.21,44.46,27.4,77.83,12.262,0.977,3.048,2.979,1.41,42.3,35.01,88.1,1.46,0.0,99.0,44.55,0.9,1,55,50,2,0,0,2074531.25,78.03
29.74,8.83,16.96,21.72,74.36,65.36,8.199,0.5,1.544,0.772,1.34,20.06,4.86,56.95,8.08,15.09,204.0,61.2,1.2,4,80,25,0,1,2,278404.19,78.97
76.74,7.95,33.23,92.15,55.82,78.78,11.193,0.69,3.384,2.335,8.25,33.63,19.51,32.45,19.42,0.0,99.0,44.55,0.9,1,55,50,1,0,0,425685.52,83.28
63.88,4.65,34.15,69.36,55.52,17.15,16.208,0.4,2.113,0.845,0.15,25.68,11.78,64.49,16.34,0.0,176.0,61.6,1.1,3,75,2,0,0,0,965926.38,77.57
47.71,6.04,38.2,91.83,57.4,83.68,7.041,0.862,3.034,2.616,1.53,36.9,22.99,94.72,10.68,0.0,153.0,68.85,0.9,1,55,25,5,0,1,1033824.02,88.32
22.88,6.8,19.28,13.39,77.37,85.87,6.573,0.892,4.484,4.002,0.42,41.7,25.35,54.86,5.59,89.36,187.0,65.45,1.1,3,75,25,2,1,2,1670879.44,69.24
70.48,6.92,24.87,19.24,30.01,76.41,16.247,1.2,1.5,1.8,3.1,18.85,12.03,76.69,8.39,0.0,185.0,74.0,1.0,2,65,20,4,0,0,1309039.27,85.89
67.17,4.74,38.28,7.41,5.6,24.22,19.871,0.6,1.558,0.935,4.53,20.18,3.81,31.93,2.73,0.0,166.5,74.92,0.9,1,50,20,1,0,0,0.0,75.61
85.39,4.82,23.55,58.27,10.08,54.29,11.232,0.85,6.0,5.1,1.22,47.77,34.68,49.82,19.75,0.0,150.0,60.0,1.0,2,65,1,2,0,0,3828756.67,81.7
19.44,5.95,28.2,85.77,12.43,72.76,18.013,0.825,2.318,1.913,4.79,26.43,11.48,33.53,13.09,185.62,160.0,64.0,1.0,2,60,2,5,1,3,1091367.64,59.77
82.58,4.99,15.74,98.04,25.03,35.97,1.831,0.977,1.576,1.54,1.81,20.9,7.91,61.42,7.31,0.0,120.0,48.0,1.0,2,60,40,2,0,0,144431.9,78.62
70.6,8.38,34.13,5.51,12.47,41.5,17.051,0.977,2.082,2.036,7.34,25.11,8.68,28.25,1.82,0.0,185.0,74.0,1.0,2,65,20,2,0,0,514909.57,71.46
26.81,7.34,39.09,80.68,31.53,65.5,2.951,0.46,3.356,1.544,0.38,35.4,24.3,47.0,18.49,46.08,187.0,65.45,1.1,3,70,25,0,1,2,304109.68,75.83
83.35,5.41,21.61,80.98,62.94,29.08,7.262,1.0,3.36,3.36,1.59,40.2,31.49,69.97,3.97,0.0,203.5,71.23,1.1,3,75,20,4,0,0,1592615.11,79.09
47.51,5.8,17.53,6.05,8.41,85.69,15.021,0.9,4.078,3.67,0.08,46.19,39.7,62.79,2.08,0.0,185.0,74.0,1.0,2,65,20,5,0,1,3814746.69,79.46
66.71,4.79,24.13,15.37,32.16,45.1,6.817,0.825,3.362,2.773,1.75,35.29,22.69,44.97,9.74,0.0,162.0,72.9,0.9,1,55,10,5,0,0,1116458.61,77.25
83.56,5.99,33.1,106.63,71.56,43.45,5.206,0.75,2.713,2.035,4.76,36.17,28.78,79.29,17.78,0.0,108.0,48.6,0.9,1,50,40,5,0,0,364649.76,85.18
59.59,4.96,32.19,60.99,43.19,76.99,15.469,1.15,2.887,3.32,0.49,34.06,24.44,53.48,8.77,0.0,135.0,60.75,0.9,1,55,1,4,0,0,3581942.21,81.12
29.97,7.45,39.87,78.64,38.93,48.8,16.926,1.15,4.54,5.222,0.99,46.17,35.27,77.93,23.34,0.0,132.0,46.2,1.1,3,70,40,3,1,2,5925862.91,81.98
94.63,6.09,30.49,80.56,16.56,73.56,8.317,0.977,2.976,2.91,2.37,33.01,19.65,50.79,8.13,0.0,170.0,68.0,1.0,2,65,25,2,0,0,1355104.45,80.16
82.58,6.35,17.07,95.85,6.47,55.94,14.083,0.862,1.85,1.596,4.22,23.74,17.03,28.54,24.83,0.0,165.0,57.75,1.1,3,70,1,5,0,0,655850.52,81.52
41.84,7.42,26.44,36.2,9.28,71.63,17.776,0.63,1.668,1.051,1.07,24.18,18.35,28.9,10.36,0.0,198.0,69.3,1.1,3,70,10,1,0,1,935970.42,77.75
20.36,7.46,29.31,100.04,27.67,16.54,7.267,0.75,4.063,3.047,12.92,41.36,33.22,39.13,3.69,0.0,110.0,44.0,1.0,2,60,50,5,0,3,155048.63,82.35
67.64,5.47,34.16,72.15,61.22,78.13,6.438,0.892,5.259,4.694,1.59,45.41,28.73,61.03,17.11,0.0,198.0,69.3,1.1,3,70,10,2,0,0,2022585.86,74.61
40.83,7.43,38.92,28.18,34.44,73.49,2.548,0.5,4.728,2.364,4.5,47.83,34.01,88.31,20.95,0.0,216.0,64.8,1.2,4,80,10,0,0,1,226228.64,82.6
47.52,5.41,36.78,83.23,13.03,35.57,1.479,1.1,4.231,4.654,0.13,40.2,29.76,37.58,12.94,0.0,121.0,42.35,1.1,3,75,50,3,0,1,455779.16,83.96
55.24,7.47,21.98,18.89,11.11,21.44,9.708,0.69,2.133,1.472,6.32,25.08,14.44,22.2,15.69,0.0,132.0,46.2,1.1,3,70,40,1,0,0,73425.64,75.64
32.44,5.93,22.18,9.64,12.99,82.56,14.256,1.15,4.33,4.979,6.24,46.75,36.03,85.93,20.41,83.13,165.0,57.75,1.1,3,70,1,3,1,2,3300250.82,71.93
58.62,6.77,34.9,116.33,67.17,78.98,9.73,0.788,3.882,3.057,7.07,38.72,28.32,47.02,22.38,0.0,121.0,42.35,1.1,3,70,50,5,0,0,1088622.87,87.77
82.03,6.12,25.84,99.42,34.85,8.4,7.131,0.85,2.376,2.02,5.87,29.95,22.94,45.81,23.36,0.0,144.0,64.8,0.9,1,45,2,2,0,0,376516.69,81.66
75.2,6.64,33.06,79.06,22.46,75.95,11.486,1.15,3.271,3.762,5.92,41.53,35.3,66.15,7.3,0.0,121.0,42.35,1.1,3,70,50,3,0,0,2185702.38,83.41
19.47,7.76,17.57,103.61,14.34,21.58,5.107,0.6,3.516,2.11,1.54,39.83,31.03,64.71,14.3,184.8,135.0,60.75,0.9,1,50,1,1,1,3,641022.27,56.8
56.5,7.26,21.43,30.57,41.8,27.73,8.52,0.48,2.696,1.294,2.66,31.21,22.68,41.88,24.32,0.0,110.0,44.0,1.0,2,65,50,0,0,0,461063.7,82.26
18.66,4.51,27.98,100.08,50.82,57.6,2.873,1.0,6.439,6.439,0.22,47.36,35.47,27.7,10.35,0.0,110.0,44.0,1.0,2,65,50,3,1,3,1264374.87,75.56
40.05,6.81,27.46,58.72,43.76,9.08,9.538,0.46,6.395,2.941,1.2,47.76,32.82,41.57,16.94,0.0,162.0,72.9,0.9,1,55,10,0,0,1,1681497.94,87.56
76.88,5.44,36.47,48.75,61.76,27.07,13.089,0.63,1.551,0.977,6.38,24.38,19.09,81.1,21.4,0.0,165.0,57.75,1.1,3,70,1,1,0,0,0.0,82.24
39.94,6.62,25.2,55.61,68.5,40.52,6.117,0.42,1.717,0.721,3.43,21.91,8.14,26.32,1.53,0.0,132.0,46.2,1.1,3,70,40,0,0,1,0.0,83.48
30.93,8.81,34.7,83.94,61.58,40.01,9.167,1.05,3.157,3.315,1.87,44.11,38.78,80.18,11.19,77.81,176.0,61.6,1.1,3,75,2,3,1,2,1805031.04,74.06
27.86,7.05,26.62,94.92,45.9,41.51,10.626,0.44,3.018,1.328,3.25,32.72,15.56,43.39,0.93,91.26,144.0,64.8,0.9,1,55,2,0,1,2,478654.98,74.27
87.8,5.03,28.07,22.34,39.18,72.95,17.162,0.862,4.299,3.708,2.47,43.02,30.9,67.55,13.79,0.0,120.0,48.0,1.0,2,60,40,5,0,0,4112038.57,78.79
63.81,7.94,34.05,18.48,21.64,82.48,7.215,0.72,1.5,1.08,2.85,18.08,10.48,92.72,7.74,0.0,132.0,39.6,1.2,4,85,50,1,0,0,247343.95,74.45
66.73,6.2,25.76,101.37,54.71,6.99,4.149,0.892,1.995,1.781,5.23,26.59,16.84,63.27,9.16,0.0,176.0,61.6,1.1,3,70,2,2,0,0,190680.09,73.67
39.84,7.76,20.74,84.29,44.73,13.69,0.458,1.25,1.964,2.455,2.09,23.08,8.19,48.84,20.12,0.0,222.0,66.6,1.2,4,80,20,4,0,1,58269.37,80.47
82.69,8.71,16.86,28.96,58.67,89.76,17.538,0.46,1.643,0.756,2.52,20.97,8.07,69.89,15.77,0.0,120.0,48.0,1.0,2,60,40,0,0,0,254180.28,82.99
61.06,6.74,20.48,67.64,14.62,11.18,15.579,0.9,3.231,2.908,1.53,38.29,24.85,89.61,9.52,0.0,150.0,60.0,1.0,2,65,1,5,0,0,2764486.32,85.68
52.22,6.81,34.45,30.04,37.56,47.94,3.465,0.825,2.875,2.372,0.03,39.06,33.33,63.94,5.05,0.0,120.0,48.0,1.0,2,60,40,5,0,1,552945.61,86.84
47.63,8.62,36.06,27.16,16.68,25.73,7.258,0.72,2.737,1.971,3.24,35.5,28.89,59.9,14.52,0.0,110.0,44.0,1.0,2,65,50,1,0,1,654560.82,78.78
81.01,7.39,38.11,85.61,37.71,22.82,0.309,1.1,1.563,1.719,1.46,20.71,13.25,36.23,18.55,0.0,132.0,46.2,1.1,3,75,40,4,0,0,29372.29,82.17
64.03,8.45,27.57,5.89,9.9,28.04,2.87,0.6,3.979,2.387,0.82,41.12,34.72,32.06,16.67,0.0,120.0,48.0,1.0,2,60,40,1,0,0,485849.73,75.33
84.06,7.85,23.58,11.53,30.23,37.02,2.636,1.0,1.81,1.81,2.38,21.62,7.93,37.43,16.95,0.0,153.0,68.85,0.9,1,45,25,3,0,0,258980.74,79.58
63.81,7.44,36.55,78.71,15.55,26.97,12.788,0.5,5.673,2.836,2.15,45.36,28.77,46.94,20.77,0.0,132.0,39.6,1.2,4,80,50,0,0,0,2111960.44,82.15
43.07,7.55,29.99,48.09,62.21,37.24,11.729,0.85,2.328,1.979,5.0,29.77,23.25,32.09,16.42,0.0,203.5,71.23,1.1,3,75,20,2,0,1,740169.12,78.32
62.81,6.6,15.02,93.72,15.67,62.36,6.95,0.46,3.74,1.72,0.12,35.34,19.22,31.57,19.44,0.0,135.0,60.75,0.9,1,55,1,0,0,0,894235.11,80.24
31.13,8.07,16.68,42.61,52.52,61.0,14.006,0.46,2.458,1.13,2.38,28.53,14.87,52.14,14.15,0.0,120.0,48.0,1.0,2,60,40,0,0,2,568551.86,80.14
52.19,6.97,15.56,92.26,69.65,17.09,17.943,1.02,4.963,5.063,2.01,43.53,31.48,40.6,5.19,0.0,150.0,60.0,1.0,2,65,1,2,0,1,5824934.79,78.98
67.15,8.11,38.36,96.57,73.18,47.45,0.874,1.2,1.5,1.8,0.55,19.55,11.06,66.05,8.38,0.0,150.0,60.0,1.0,2,65,1,3,0,0,110171.84,81.17
42.01,8.02,31.36,12.88,45.87,33.61,19.306,0.75,3.135,2.351,1.46,32.26,15.2,22.26,2.58,0.0,192.0,57.6,1.2,4,80,2,1,0,1,2965897.21,74.96
58.57,8.21,22.09,17.82,23.45,59.85,17.441,1.15,2.253,2.592,2.53,31.65,24.13,67.82,4.92,0.0,110.0,44.0,1.0,2,60,50,3,0,0,2302095.7,81.35
58.3,4.67,22.0,20.9,44.26,13.65,17.408,0.935,3.671,3.432,1.52,43.5,36.48,72.12,17.41,0.0,99.0,44.55,0.9,1,55,50,2,0,0,3523425.89,80.99
25.57,7.83,20.5,74.4,69.94,55.41,19.482,0.69,2.863,1.976,10.68,37.37,28.28,83.94,7.77,48.88,153.0,68.85,0.9,1,55,25,1,0,0,0.0,77.44
36.16,7.38,31.72,84.15,67.45,17.66,1.104,0.75,1.5,1.125,1.31,18.89,12.54,48.44,24.18,0.0,162.0,72.9,0.9,1,50,10,5,0,1,64690.57,82.6
80.15,8.63,39.29,100.04,42.69,24.51,12.008,0.44,1.5,0.66,2.13,23.9,18.18,88.95,12.12,0.0,108.0,48.6,0.9,1,55,40,0,0,0,174974.32,74.35
88.21,8.17,20.31,38.55,54.55,53.54,15.347,0.44,3.625,1.595,0.83,39.83,25.62,86.02,19.16,0.0,121.0,42.35,1.1,3,75,50,0,0,0,1634577.18,74.51
41.84,8.6,35.61,13.52,62.85,47.51,19.545,0.977,2.341,2.288,2.69,31.75,25.88,41.99,10.76,0.0,160.0,64.0,1.0,2,65,2,2,0,1,2179032.53,70.17
81.93,5.86,26.24,49.69,52.42,76.08,13.545,1.15,2.838,3.264,1.16,31.95,18.66,44.17,3.6,0.0,160.0,64.0,1.0,2,60,2,4,0,0,2827596.03,89.71
50.14,7.82,38.41,49.73,11.48,7.84,0.179,0.935,6.478,6.057,3.32,46.14,28.2,23.85,8.96,0.0,160.0,64.0,1.0,2,60,2,2,0,1,62561.76,85.78
83.65,7.68,17.04,45.07,77.55,21.38,9.133,1.2,2.059,2.471,6.29,28.03,20.35,44.27,4.74,0.0,160.0,64.0,1.0,2,65,2,4,0,0,670970.62,83.59
64.88,8.74,38.82,74.05,25.32,26.07,14.975,1.25,3.68,4.601,1.06,47.42,41.41,79.21,3.07,0.0,132.0,39.6,1.2,4,80,50,3,0,0,4644909.71,80.23
48.38,5.49,28.27,7.76,60.58,49.39,18.939,0.85,1.678,1.427,1.29,21.08,6.56,42.57,9.33,0.0,170.0,68.0,1.0,2,60,25,4,0,1,1482711.89,74.89
49.47,4.59,36.17,106.41,7.97,70.96,1.538,1.15,4.782,5.5,2.12,42.23,29.27,42.98,15.35,0.0,203.5,71.23,1.1,3,70,20,3,0,1,558011.5,82.42
18.62,6.05,28.98,72.65,17.72,11.34,0.517,0.938,2.373,2.225,1.5,30.39,21.1,62.59,11.24,196.54,222.0,66.6,1.2,4,80,20,5,1,3,73647.78,62.88
64.72,7.41,24.55,94.34,16.41,39.17,1.039,0.85,1.5,1.275,1.12,21.46,15.4,53.11,17.43,0.0,135.0,60.75,0.9,1,45,1,2,0,0,68063.26,81.18
72.81,4.53,22.81,76.44,70.34,69.1,9.047,0.977,3.537,3.458,11.17,39.56,27.57,81.0,19.3,0.0,160.0,64.0,1.0,2,60,2,2,0,0,620609.64,80.6
42.26,5.37,30.77,81.36,20.29,40.83,12.083,0.935,2.43,2.272,10.83,37.77,31.43,89.08,0.85,0.0,203.5,71.23,1.1,3,75,20,2,0,0,0.0,78.44
70.6,5.22,21.37,115.58,70.76,23.05,11.503,0.75,1.913,1.434,3.02,24.11,11.96,47.43,9.06,0.0,108.0,48.6,0.9,1,50,40,5,0,0,601776.23,76.01
47.34,8.66,33.88,49.08,22.27,61.02,16.173,0.48,4.727,2.269,0.58,43.82,31.49,58.76,17.99,0.0,120.0,48.0,1.0,2,65,40,0,0,1,2598944.41,80.02
