Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
34.3,61.2,44.2,Red,Tobacco,40.2,6.0,30.6,28-28
31.5,68.1,61.0,Clayey,Wheat,8.8,30.8,35.1,Urea
21.9,45.4,58.5,Black,Paddy,38.7,13.1,6.0,10-26-26
35.6,73.6,39.9,Black,Sugarcane,11.9,41.0,14.9,20-20
21.4,63.6,47.0,Sandy,Barley,20.5,20.8,16.5,14-35-14
22.2,64.9,60.3,Loamy,Cotton,22.5,9.0,11.5,10-26-26
27.3,78.7,33.1,Loamy,Oil seeds,12.6,25.4,22.1,Urea
25.4,79.4,45.0,Black,Pulses,32.9,12.0,7.3,10-26-26
27.1,56.6,50.7,Black,Oil seeds,36.6,10.8,15.3,10-26-26
23.0,52.5,33.5,Sandy,Cotton,15.5,22.0,19.2,14-35-14
37.4,73.2,35.7,Black,Barley,16.4,16.2,18.8,14-35-14
35.0,71.1,55.2,Loamy,Cotton,40.4,8.6,25.5,28-28
32.0,44.9,53.2,Red,Barley,44.3,6.2,21.1,28-28
27.8,51.6,57.3,Black,Paddy,31.8,9.6,9.7,10-26-26
33.6,71.2,25.6,Sandy,Cotton,7.9,28.8,25.3,Urea
32.0,73.1,32.7,Red,Wheat,19.3,16.3,21.3,14-35-14
21.6,65.1,40.8,Sandy,Oil seeds,8.0,34.0,22.9,Urea
38.0,56.2,33.5,Clayey,Barley,9.8,32.4,26.1,Urea
28.2,71.8,33.7,Sandy,Oil seeds,16.3,17.3,17.0,14-35-14
30.0,41.9,61.6,Clayey,Millets,22.5,7.6,27.0,28-28
35.1,64.6,34.1,Sandy,Sugarcane,41.8,13.1,16.0,10-26-26
29.0,55.0,34.0,Clayey,Sugarcane,33.9,9.6,17.0,10-26-26
32.5,65.9,51.8,Clayey,Sugarcane,36.1,5.6,17.7,10-26-26
28.4,57.0,39.4,Clayey,Ground Nuts,39.5,42.6,9.0,DAP
30.2,75.7,64.8,Red,Paddy,5.3,23.6,15.7,20-20
35.1,69.9,36.2,Loamy,Ground Nuts,36.0,8.8,27.9,28-28
36.4,49.4,48.1,Clayey,Barley,17.0,34.1,6.3,20-20
24.0,70.7,39.8,Red,Maize,5.6,36.3,8.8,20-20
34.6,60.8,26.4,Sandy,Pulses,20.8,18.3,19.7,14-35-14
36.5,55.7,34.4,Sandy,Tobacco,36.5,8.4,34.3,28-28
27.2,51.6,53.4,Black,Tobacco,36.3,8.7,9.7,10-26-26
21.5,50.7,37.8,Black,Oil seeds,17.3,29.9,15.8,20-20
37.7,75.0,49.7,Loamy,Pulses,35.0,11.0,23.2,28-28
29.1,67.7,42.8,Clayey,Cotton,33.1,37.9,13.8,DAP
35.1,71.4,25.6,Loamy,Paddy,42.8,42.2,7.0,DAP
27.9,70.0,50.6,Clayey,Pulses,16.9,16.4,19.5,DAP
32.5,40.1,47.0,Clayey,Barley,11.5,32.9,27.6,Urea
37.4,73.3,53.7,Black,Tobacco,9.7,16.0,29.8,17-17-17
26.9,58.5,35.9,Black,Cotton,10.8,35.3,12.9,20-20
29.8,72.0,55.0,Loamy,Tobacco,21.5,16.1,15.4,14-35-14
27.6,64.6,25.3,Loamy,Millets,9.2,32.1,34.0,Urea
29.4,46.5,29.3,Red,Maize,11.2,34.7,12.4,20-20
30.1,52.3,28.9,Loamy,Wheat,9.6,37.4,35.0,Urea
33.6,63.4,27.2,Red,Tobacco,42.3,23.4,5.9,DAP
33.0,68.2,53.0,Clayey,Sugarcane,11.2,34.0,28.7,Urea
37.6,52.5,63.3,Clayey,Pulses,15.6,5.4,39.1,17-17-17
21.4,42.8,48.7,Loamy,Tobacco,5.7,31.7,42.7,Urea
23.8,40.3,56.1,Clayey,Barley,5.3,8.1,44.9,17-17-17
30.6,78.5,29.1,Red,Tobacco,23.0,36.7,7.5,DAP
34.6,45.2,62.0,Clayey,Barley,7.4,28.5,11.9,20-20
32.4,59.6,51.4,Sandy,Millets,13.2,44.4,20.7,10-26-26
21.3,58.0,50.4,Red,Wheat,16.5,20.3,16.0,14-35-14
25.8,49.8,54.5,Black,Paddy,19.8,18.0,17.4,14-35-14
33.1,48.5,43.8,Black,Tobacco,12.1,7.6,33.5,17-17-17
27.4,61.3,56.2,Red,Millets,6.1,44.4,30.7,Urea
23.7,53.7,34.1,Black,Ground Nuts,35.6,7.9,21.0,10-26-26
32.3,75.0,56.9,Loamy,Cotton,24.6,15.5,9.0,17-17-17
28.2,46.0,42.5,Loamy,Cotton,9.5,17.2,29.8,17-17-17
30.1,73.7,55.4,Sandy,Maize,36.5,9.6,13.0,10-26-26
22.1,57.8,54.4,Black,Barley,44.0,9.3,16.1,10-26-26
22.6,51.3,61.0,Loamy,Wheat,24.0,31.6,13.5,DAP
36.9,57.0,62.3,Clayey,Cotton,11.6,7.4,23.9,17-17-17
28.8,71.3,58.1,Loamy,Barley,10.1,41.7,34.2,Urea
30.9,70.3,42.0,Sandy,Millets,21.8,35.6,6.9,DAP
22.7,51.7,26.3,Black,Paddy,38.6,16.0,14.1,10-26-26
20.4,49.3,62.8,Sandy,Barley,7.2,26.9,43.5,Urea
23.9,43.4,60.9,Sandy,Cotton,16.0,41.3,13.6,28-28
34.9,48.3,40.5,Clayey,Oil seeds,36.0,36.5,13.4,DAP
28.5,68.7,64.2,Sandy,Barley,23.8,33.1,11.4,DAP
35.8,56.4,41.7,Sandy,Sugarcane,8.8,32.4,17.1,20-20
21.6,58.4,62.9,Red,Oil seeds,8.6,34.7,9.8,20-20
21.6,71.4,38.0,Clayey,Ground Nuts,10.6,31.6,28.9,Urea
34.4,48.4,41.0,Red,Paddy,23.3,35.1,6.9,DAP
21.1,75.9,46.4,Clayey,Barley,23.4,13.7,11.1,10-26-26
31.5,45.8,50.3,Sandy,Millets,9.3,40.0,6.9,20-20
35.7,48.5,36.8,Clayey,Tobacco,37.7,40.0,6.8,DAP
26.3,45.0,46.6,Loamy,Cotton,27.3,20.0,5.6,DAP
27.8,78.3,60.6,Sandy,Wheat,44.9,8.1,30.4,28-28
32.2,45.4,37.0,Sandy,Tobacco,21.4,25.2,5.9,DAP
27.4,54.0,46.5,Black,Barley,5.3,10.8,22.8,17-17-17
30.6,78.3,48.0,Clayey,Oil seeds,24.0,7.6,11.2,10-26-26
29.0,46.0,54.8,Black,Cotton,34.8,11.2,22.0,28-28
25.7,41.8,50.3,Loamy,Pulses,5.5,17.3,42.7,17-17-17
37.4,41.1,53.6,Sandy,Wheat,6.3,8.1,37.5,DAP
20.4,41.8,26.2,Loamy,Maize,40.0,32.3,12.9,DAP
28.9,57.2,25.5,Loamy,Cotton,8.4,39.1,13.8,20-20
31.6,64.7,35.7,Clayey,Millets,7.4,20.3,12.9,20-20
34.7,54.3,51.1,Loamy,Ground Nuts,20.7,15.2,21.9,14-35-14
31.9,56.6,25.4,Clayey,Wheat,8.4,29.5,9.7,20-20
28.9,54.4,47.1,Red,Pulses,26.0,7.2,35.9,28-28
29.1,65.9,47.6,Sandy,Paddy,9.8,11.9,36.1,17-17-17
20.4,60.3,51.2,Black,Barley,39.0,44.8,11.1,DAP
26.5,50.0,47.9,Red,Oil seeds,9.7,36.5,10.0,20-20
25.2,68.2,39.4,Black,Oil seeds,24.8,12.4,29.2,28-28
26.0,76.3,28.0,Black,Wheat,6.1,13.6,23.2,17-17-17
30.8,65.9,52.5,Loamy,Sugarcane,38.9,35.6,10.8,DAP
37.0,49.3,27.3,Sandy,Sugarcane,36.3,5.8,12.4,10-26-26
37.3,44.4,27.7,Loamy,Barley,21.1,12.4,30.7,28-28
36.2,50.4,50.2,Clayey,Sugarcane,16.6,15.9,19.5,14-35-14
35.5,66.6,53.4,Loamy,Wheat,18.5,20.0,17.3,14-35-14
29.7,77.3,34.5,Clayey,Tobacco,27.8,40.1,6.0,DAP
28.2,57.1,27.9,Loamy,Maize,30.3,21.6,10.1,DAP
37.3,79.2,46.3,Black,Oil seeds,32.9,10.9,8.6,10-26-26
20.1,54.0,27.9,Clayey,Oil seeds,38.6,15.6,8.7,17-17-17
20.1,53.3,51.4,Black,Oil seeds,42.7,33.5,10.4,DAP
35.7,42.0,42.0,Clayey,Cotton,24.6,14.8,20.5,28-28
23.9,77.4,33.2,Loamy,Ground Nuts,12.6,9.1,36.4,17-17-17
26.9,57.6,41.9,Loamy,Cotton,36.6,17.2,17.0,10-26-26
20.7,40.6,42.0,Clayey,Wheat,19.7,16.2,19.2,14-35-14
35.9,67.2,39.5,Sandy,Wheat,37.1,6.7,22.8,28-28
20.7,53.5,31.0,Clayey,Wheat,5.3,23.7,15.3,20-20
20.0,53.8,44.8,Loamy,Paddy,7.5,38.1,41.0,Urea
33.0,49.9,33.6,Clayey,Ground Nuts,33.7,5.6,37.0,28-28
34.1,74.4,49.2,Clayey,Pulses,10.8,38.2,41.1,Urea
25.8,47.9,41.7,Red,Cotton,27.2,32.9,6.7,DAP
34.5,45.8,44.2,Loamy,Tobacco,11.2,29.0,16.0,20-20
37.8,65.2,56.7,Red,Wheat,20.4,14.8,12.5,10-26-26
29.2,51.4,59.1,Black,Sugarcane,34.9,36.5,13.6,DAP
33.2,48.4,43.7,Black,Cotton,15.6,43.5,13.7,20-20
26.3,52.2,50.7,Clayey,Ground Nuts,30.8,39.0,8.1,DAP
32.6,59.8,37.9,Loamy,Ground Nuts,30.3,7.9,42.4,28-28
26.3,48.6,46.8,Sandy,Ground Nuts,11.0,25.6,40.4,Urea
22.3,79.1,43.2,Clayey,Sugarcane,20.8,19.7,15.7,14-35-14
24.8,71.4,63.3,Red,Tobacco,9.7,6.6,22.9,17-17-17
21.8,55.4,64.7,Sandy,Oil seeds,13.6,17.4,35.5,17-17-17
30.6,42.6,44.7,Loamy,Sugarcane,15.7,21.1,16.0,14-35-14
25.4,52.2,40.5,Black,Paddy,8.4,40.5,22.1,Urea
35.3,79.7,38.9,Black,Sugarcane,6.9,8.4,23.6,17-17-17
23.7,54.2,28.0,Clayey,Cotton,13.0,13.3,41.5,17-17-17
33.5,60.8,45.4,Red,Paddy,35.8,28.7,8.3,DAP
24.9,62.0,39.4,Sandy,Pulses,33.5,12.4,6.0,10-26-26
30.4,55.3,41.8,Loamy,Ground Nuts,16.7,41.8,13.5,20-20
33.9,64.5,46.0,Red,Wheat,7.9,23.9,27.1,Urea
31.1,47.4,61.4,Black,Paddy,30.3,8.1,41.2,28-28
21.1,50.3,44.6,Black,Wheat,10.6,5.6,29.7,17-17-17
29.1,42.6,60.3,Black,Sugarcane,6.1,36.0,29.5,Urea
32.6,72.9,57.9,Red,Tobacco,27.1,17.0,17.6,10-26-26
26.5,71.2,61.9,Clayey,Wheat,9.5,7.6,40.8,17-17-17
29.1,73.7,46.1,Red,Oil seeds,23.1,12.5,12.6,10-26-26
21.4,70.1,61.4,Red,Pulses,32.8,13.8,13.4,10-26-26
33.0,50.4,48.3,Red,Maize,41.1,10.5,13.1,10-26-26
31.2,56.1,58.5,Sandy,Pulses,11.6,32.7,42.5,Urea
38.0,45.9,54.5,Loamy,Barley,23.5,16.3,17.2,10-26-26
21.3,45.5,49.0,Clayey,Wheat,18.9,21.1,15.3,14-35-14
34.5,71.4,25.6,Sandy,Barley,9.5,9.5,33.7,17-17-17
22.4,67.0,50.9,Red,Pulses,18.5,20.7,19.7,14-35-14
32.3,64.6,59.1,Red,Ground Nuts,15.6,7.8,29.7,17-17-17
36.7,40.9,61.9,Sandy,Tobacco,34.7,8.0,17.9,10-26-26
24.8,42.1,62.6,Black,Sugarcane,31.4,13.7,36.9,28-28
32.0,62.5,53.4,Sandy,Millets,15.5,18.5,17.6,14-35-14
31.1,78.3,38.2,Black,Ground Nuts,39.0,11.2,33.3,28-28
37.4,45.0,45.3,Loamy,Paddy,15.9,35.5,14.5,20-20
28.3,76.4,37.1,Black,Millets,15.4,16.7,31.9,17-17-17
23.9,66.7,54.5,Black,Cotton,38.6,20.3,7.6,DAP
25.8,74.1,58.6,Clayey,Ground Nuts,22.6,9.1,43.7,28-28
23.9,74.4,55.0,Black,Cotton,17.7,16.7,17.6,14-35-14
35.8,67.2,36.2,Sandy,Barley,26.1,10.3,20.4,28-28
25.0,68.0,41.5,Loamy,Barley,17.8,16.7,17.7,14-35-14
23.9,52.1,59.6,Sandy,Ground Nuts,11.6,31.4,8.5,20-20
21.3,53.2,44.8,Red,Ground Nuts,21.4,26.6,8.7,DAP
27.1,44.7,34.0,Loamy,Paddy,15.5,17.7,19.9,14-35-14
25.9,45.1,34.1,Black,Barley,15.1,16.8,19.3,14-35-14
21.9,68.2,30.3,Black,Cotton,31.1,33.9,14.8,DAP
34.1,71.0,39.2,Sandy,Tobacco,20.2,17.8,10.3,10-26-26
22.6,51.9,31.8,Clayey,Ground Nuts,31.9,12.1,16.8,10-26-26
28.4,71.5,29.1,Clayey,Oil seeds,39.3,27.0,11.0,DAP
36.2,63.1,51.0,Sandy,Tobacco,9.2,40.7,26.5,Urea
23.2,54.0,34.8,Clayey,Ground Nuts,13.7,24.5,12.5,20-20
31.7,53.7,55.8,Loamy,Barley,23.2,9.2,11.9,10-26-26
34.2,75.7,54.7,Loamy,Wheat,9.4,43.0,26.9,Urea
36.9,55.7,63.1,Black,Pulses,43.1,16.8,10.2,10-26-26
35.9,47.5,41.0,Black,Tobacco,15.7,41.2,16.8,20-20
22.1,45.8,28.3,Loamy,Oil seeds,43.4,21.6,8.2,DAP
26.3,72.4,54.4,Black,Maize,7.8,42.8,13.2,20-20
21.1,43.3,25.4,Loamy,Tobacco,34.1,21.3,7.9,DAP
35.3,44.1,33.7,Loamy,Cotton,15.0,26.4,41.1,Urea
26.4,55.5,29.9,Sandy,Pulses,7.9,35.7,10.0,20-20
35.4,69.6,31.2,Red,Oil seeds,35.2,8.4,11.1,10-26-26
28.4,71.1,31.3,Loamy,Wheat,23.1,43.8,12.5,DAP
20.4,56.0,35.3,Clayey,Wheat,7.8,12.6,31.5,17-17-17
32.6,73.0,41.3,Red,Paddy,16.6,17.3,27.6,17-17-17
32.9,55.0,57.8,Black,Paddy,8.8,36.5,17.4,20-20
27.8,57.2,52.1,Loamy,Barley,39.2,9.2,15.1,10-26-26
23.2,65.3,28.6,Loamy,Barley,17.4,16.0,21.8,14-35-14
20.7,41.3,43.6,Loamy,Oil seeds,22.1,13.3,9.4,10-26-26
22.9,70.7,48.3,Clayey,Millets,42.9,17.7,12.5,10-26-26
20.5,69.1,57.7,Clayey,Tobacco,12.3,5.8,34.5,17-17-17
32.5,42.4,57.7,Clayey,Tobacco,13.2,26.9,17.7,20-20
22.1,45.7,39.8,Sandy,Millets,40.9,8.4,12.3,10-26-26
27.2,53.3,57.2,Clayey,Wheat,10.0,31.0,39.0,Urea
22.3,69.9,48.9,Loamy,Maize,42.6,8.5,13.9,10-26-26
32.0,77.0,61.7,Sandy,Barley,13.6,41.8,9.0,20-20
23.4,44.6,27.0,Loamy,Sugarcane,10.2,11.3,25.9,17-17-17
23.0,41.8,32.6,Black,Pulses,37.0,6.5,22.1,28-28
23.5,55.7,29.0,Sandy,Pulses,14.7,28.2,6.0,20-20
35.5,72.6,55.6,Loamy,Wheat,27.7,24.6,6.2,DAP
20.8,77.6,37.3,Black,Oil seeds,16.8,17.0,26.8,17-17-17
28.9,74.6,63.0,Black,Tobacco,28.1,14.8,8.9,10-26-26
21.3,60.9,29.9,Clayey,Wheat,27.3,41.0,6.9,DAP
34.6,71.8,45.0,Clayey,Barley,15.1,21.7,18.7,17-17-17
22.8,62.9,63.5,Sandy,Barley,41.5,16.6,9.0,10-26-26
36.9,59.8,39.2,Sandy,Pulses,11.2,25.3,28.4,Urea
30.1,58.5,28.8,Loamy,Tobacco,39.9,22.9,11.2,DAP
27.2,42.4,39.2,Loamy,Cotton,6.9,29.1,35.4,Urea
31.4,75.5,50.9,Red,Sugarcane,40.3,14.0,33.0,28-28
33.9,76.4,42.2,Red,Pulses,5.5,13.6,35.5,17-17-17
35.3,47.0,51.5,Red,Wheat,12.4,30.1,11.7,20-20
20.7,43.9,29.0,Loamy,Barley,26.6,38.6,10.7,DAP
33.8,42.8,44.4,Black,Cotton,16.3,5.6,41.2,17-17-17
33.0,61.6,58.0,Black,Millets,11.7,21.3,33.5,Urea
24.9,40.8,27.7,Red,Tobacco,43.9,41.7,14.6,DAP
37.0,75.3,60.8,Sandy,Barley,11.3,36.0,6.3,20-20
32.2,62.5,59.5,Clayey,Paddy,9.6,31.0,34.3,Urea
37.2,45.5,42.8,Sandy,Oil seeds,7.9,27.1,30.8,Urea
24.2,53.8,59.9,Sandy,Cotton,6.1,29.6,26.0,Urea
36.3,56.3,64.2,Clayey,Maize,5.8,26.4,40.9,Urea
20.6,64.2,37.5,Black,Maize,17.2,18.4,20.9,14-35-14
34.9,55.0,40.9,Clayey,Barley,21.9,20.7,17.8,14-35-14
27.5,58.2,58.2,Loamy,Tobacco,15.2,9.8,25.5,17-17-17
26.4,80.0,40.4,Loamy,Oil seeds,26.2,40.0,5.7,DAP
31.1,41.4,46.1,Sandy,Ground Nuts,26.4,31.7,14.3,DAP
32.8,77.5,51.4,Clayey,Cotton,13.4,42.6,17.8,20-20
22.8,51.9,39.5,Loamy,Oil seeds,28.2,31.1,11.4,DAP
25.6,43.2,53.3,Red,Maize,31.5,12.3,16.6,17-17-17
36.6,60.4,36.7,Sandy,Paddy,28.9,11.9,33.1,28-28
24.0,66.4,56.1,Loamy,Pulses,36.9,6.4,10.3,10-26-26
34.8,48.5,53.5,Sandy,Millets,24.5,24.0,8.8,DAP
21.9,47.9,55.6,Clayey,Barley,10.5,41.0,16.3,20-20
29.5,58.8,53.7,Clayey,Wheat,15.9,16.2,15.8,14-35-14
36.0,79.6,39.3,Sandy,Ground Nuts,27.3,17.0,7.7,10-26-26
32.0,75.9,47.2,Loamy,Barley,37.3,40.8,13.4,DAP
30.6,65.3,61.9,Red,Tobacco,15.7,15.6,21.0,14-35-14
23.8,49.2,49.0,Black,Maize,14.9,25.2,17.2,20-20
21.0,45.3,50.7,Clayey,Sugarcane,21.2,15.8,16.5,14-35-14
31.1,72.9,48.3,Black,Oil seeds,44.1,6.4,5.8,10-26-26
34.1,47.9,26.2,Clayey,Oil seeds,15.1,25.5,5.6,20-20
25.1,64.9,55.5,Loamy,Paddy,20.3,15.0,28.2,28-28
32.1,56.2,28.0,Loamy,Paddy,8.8,17.8,36.0,17-17-17
27.9,51.8,38.9,Red,Wheat,10.8,38.4,43.4,Urea
22.9,46.0,45.1,Red,Sugarcane,38.2,6.0,38.8,28-28
26.9,76.7,46.8,Clayey,Wheat,28.0,9.7,28.1,28-28
34.2,78.7,45.1,Black,Ground Nuts,5.9,16.1,37.1,17-17-17
34.9,58.9,47.4,Sandy,Tobacco,6.2,20.4,36.9,Urea
22.9,70.2,42.6,Clayey,Pulses,33.6,10.7,14.7,10-26-26
26.8,53.3,63.6,Black,Maize,39.3,6.9,15.1,14-35-14
21.4,52.3,50.0,Red,Tobacco,35.4,7.1,26.9,28-28
20.9,60.7,38.9,Sandy,Ground Nuts,15.0,18.2,15.5,14-35-14
32.7,63.2,44.8,Clayey,Oil seeds,19.3,20.4,16.2,14-35-14
30.4,50.8,45.0,Black,Ground Nuts,10.8,13.3,20.5,DAP
23.8,77.3,50.7,Sandy,Millets,41.9,40.7,8.8,DAP
24.5,76.5,28.7,Black,Sugarcane,12.0,14.8,31.5,17-17-17
20.1,59.9,54.5,Loamy,Pulses,10.4,6.3,24.0,17-17-17
28.0,72.3,37.0,Sandy,Wheat,30.8,20.8,10.9,DAP
33.4,70.4,53.6,Sandy,Paddy,12.8,33.4,21.5,Urea
21.7,40.5,57.6,Black,Cotton,15.0,43.5,17.6,20-20
36.7,59.3,55.2,Black,Wheat,6.5,39.7,40.3,Urea
24.2,50.6,57.7,Clayey,Tobacco,40.3,9.1,15.7,10-26-26
20.9,59.3,61.5,Red,Ground Nuts,39.8,15.8,13.3,10-26-26
32.0,57.0,29.9,Black,Tobacco,15.6,17.8,26.9,17-17-17
31.9,65.0,37.8,Black,Wheat,7.0,16.5,24.8,10-26-26
23.4,60.9,45.5,Red,Wheat,35.1,9.4,28.2,28-28
32.6,65.4,29.7,Loamy,Millets,35.6,13.8,33.8,28-28
22.7,43.3,36.8,Red,Maize,12.9,13.4,20.5,17-17-17
23.9,49.1,42.2,Loamy,Ground Nuts,12.4,10.2,21.9,17-17-17
25.3,52.6,33.3,Sandy,Sugarcane,30.3,37.5,6.2,DAP
37.1,43.6,62.7,Red,Sugarcane,40.8,42.8,6.4,DAP
23.2,50.1,34.8,Loamy,Paddy,10.0,8.2,34.4,17-17-17
30.9,79.4,45.7,Red,Paddy,30.6,17.5,5.9,10-26-26
27.5,52.5,64.0,Clayey,Paddy,12.5,20.5,36.0,Urea
26.0,55.5,31.3,Red,Tobacco,14.4,26.8,38.6,Urea
23.5,42.7,50.8,Red,Tobacco,41.2,39.2,7.0,DAP
37.6,76.8,31.5,Sandy,Millets,17.8,31.1,5.8,20-20
31.3,48.2,46.1,Loamy,Maize,21.7,19.0,20.3,14-35-14
24.0,57.0,56.0,Sandy,Sugarcane,40.5,36.6,6.0,DAP
20.4,61.9,34.0,Black,Millets,15.4,13.6,38.2,17-17-17
33.1,52.3,35.5,Clayey,Maize,11.8,8.0,25.0,17-17-17
31.3,77.8,28.3,Loamy,Tobacco,5.5,9.5,41.1,17-17-17
28.4,62.8,45.3,Clayey,Maize,42.8,44.6,9.8,DAP
21.5,78.2,25.2,Black,Cotton,39.4,14.4,20.8,28-28
27.0,49.6,34.1,Sandy,Wheat,9.8,36.8,9.2,20-20
28.3,61.7,30.7,Black,Oil seeds,6.8,26.9,42.1,Urea
33.7,47.3,26.7,Loamy,Barley,17.8,8.8,26.0,17-17-17
36.3,47.1,57.8,Sandy,Millets,13.9,38.3,22.0,Urea
22.9,69.0,42.8,Clayey,Oil seeds,38.8,6.8,37.8,28-28
28.5,77.3,38.7,Loamy,Oil seeds,35.7,11.0,20.3,28-28
32.9,76.2,30.9,Sandy,Wheat,26.5,14.4,14.4,10-26-26
32.3,49.1,33.6,Clayey,Cotton,11.4,10.0,24.7,17-17-17
25.4,77.9,45.3,Black,Maize,34.0,36.3,14.6,DAP
21.9,73.9,38.4,Loamy,Maize,10.3,26.8,14.4,Urea
21.8,70.2,29.4,Red,Pulses,6.2,34.4,26.9,Urea
24.9,56.2,44.5,Sandy,Pulses,20.0,11.1,15.1,10-26-26
29.4,48.3,49.3,Red,Pulses,5.9,5.9,24.1,17-17-17
20.2,48.8,52.2,Clayey,Wheat,12.5,23.3,9.4,20-20
32.2,69.7,48.4,Loamy,Ground Nuts,16.7,26.3,15.0,20-20
28.9,78.6,46.9,Black,Ground Nuts,16.2,33.6,16.3,20-20
30.9,55.7,51.0,Loamy,Millets,39.1,16.4,13.8,10-26-26
34.2,40.9,30.0,Loamy,Cotton,41.3,10.8,40.8,28-28
36.3,76.5,56.3,Loamy,Wheat,25.2,13.9,38.3,28-28
22.7,66.5,49.4,Black,Maize,14.2,21.5,10.0,20-20
25.8,79.7,48.6,Loamy,Maize,14.8,39.2,13.5,20-20
38.0,58.4,53.2,Clayey,Tobacco,17.6,31.4,5.4,20-20
26.0,59.4,25.1,Black,Tobacco,15.7,26.4,8.6,20-20
31.8,72.9,56.7,Red,Millets,9.0,5.5,22.2,17-17-17
29.0,55.8,47.3,Red,Millets,27.5,7.0,32.1,28-28
31.7,66.9,58.2,Red,Cotton,5.7,6.4,37.6,17-17-17
34.6,49.3,39.2,Loamy,Tobacco,8.4,10.8,24.9,17-17-17
22.7,67.1,54.1,Loamy,Ground Nuts,19.8,21.8,20.1,14-35-14
24.2,43.7,35.5,Red,Oil seeds,17.9,16.4,21.3,14-35-14
37.5,72.4,60.3,Red,Barley,10.7,11.6,38.8,17-17-17
36.8,55.1,26.7,Red,Cotton,6.0,40.4,13.1,20-20
24.5,76.1,29.4,Red,Paddy,16.6,19.4,17.3,14-35-14
22.4,57.5,33.2,Clayey,Wheat,11.3,28.9,21.1,Urea
36.4,74.7,60.8,Black,Oil seeds,21.6,39.5,14.0,DAP
25.6,76.5,41.1,Clayey,Wheat,35.9,30.7,10.5,DAP
26.4,71.7,50.3,Sandy,Tobacco,13.6,44.2,7.6,20-20
33.5,46.9,27.5,Loamy,Paddy,9.5,17.3,33.8,17-17-17
25.1,46.2,64.7,Loamy,Ground Nuts,12.2,25.8,10.0,20-20
37.3,57.3,48.4,Loamy,Cotton,15.8,22.5,10.0,20-20
30.7,55.0,41.0,Loamy,Cotton,16.3,21.8,18.8,14-35-14
32.9,59.2,61.6,Black,Pulses,16.3,21.8,20.4,14-35-14
26.5,57.4,41.9,Sandy,Ground Nuts,5.6,35.4,39.9,Urea
35.1,47.5,64.2,Sandy,Maize,8.4,21.9,35.4,Urea
34.4,59.1,61.2,Sandy,Barley,18.2,20.8,19.0,14-35-14
24.0,74.5,48.7,Black,Tobacco,9.0,15.5,22.0,17-17-17
29.2,51.0,63.1,Loamy,Paddy,19.5,19.8,19.3,14-35-14
20.7,51.7,61.4,Clayey,Barley,30.6,14.1,18.0,10-26-26
34.0,55.9,61.3,Red,Millets,33.6,11.3,37.0,28-28
35.8,47.1,54.5,Black,Paddy,8.5,44.6,43.2,Urea
21.9,66.3,26.2,Loamy,Cotton,32.1,31.8,5.2,DAP
20.9,40.6,49.8,Clayey,Pulses,16.5,36.2,8.6,20-20
35.0,66.5,26.4,Clayey,Ground Nuts,8.7,38.3,17.8,20-20
32.3,54.9,28.9,Black,Tobacco,12.7,32.4,32.2,Urea
33.1,48.1,48.8,Loamy,Millets,9.0,39.1,30.0,Urea
35.0,79.0,49.3,Loamy,Wheat,12.8,20.2,15.7,20-20
31.3,71.4,57.0,Loamy,Maize,41.3,8.8,13.5,10-26-26
37.8,78.0,48.0,Black,Millets,41.1,11.8,7.4,10-26-26
28.9,48.5,51.9,Red,Maize,10.3,29.6,9.2,20-20
24.6,53.6,31.5,Clayey,Barley,30.1,11.8,42.6,28-28
22.6,54.2,37.8,Black,Sugarcane,43.4,37.3,11.0,DAP
22.5,77.6,38.8,Black,Ground Nuts,6.2,28.4,13.1,20-20
26.2,65.2,25.3,Sandy,Ground Nuts,44.6,36.5,12.2,DAP
23.1,44.5,31.1,Black,Paddy,10.5,12.0,24.2,17-17-17
20.9,74.4,31.8,Sandy,Barley,29.0,14.0,13.7,10-26-26
32.2,62.1,63.1,Red,Maize,32.7,12.1,6.3,10-26-26
25.7,61.0,33.2,Red,Cotton,41.0,13.4,45.0,28-28
35.7,79.8,38.7,Loamy,Oil seeds,38.9,12.0,25.7,28-28
33.3,48.3,58.9,Sandy,Millets,30.5,13.6,25.4,28-28
37.4,69.9,25.2,Sandy,Ground Nuts,23.4,22.5,8.8,DAP
26.1,44.5,60.3,Black,Millets,10.3,29.3,9.1,20-20
27.9,64.4,44.7,Black,Ground Nuts,8.1,31.7,17.3,20-20
33.2,65.6,54.8,Black,Oil seeds,6.5,23.8,21.7,Urea
27.6,46.3,59.2,Clayey,Maize,12.7,6.5,29.2,17-17-17
33.4,72.1,46.8,Black,Wheat,23.7,27.7,7.2,DAP
28.5,76.9,36.9,Red,Wheat,12.0,22.1,21.3,Urea
23.4,52.7,30.5,Black,Wheat,28.3,12.0,27.0,28-28
37.2,69.0,52.8,Clayey,Wheat,8.9,27.4,14.6,20-20
24.1,76.5,46.4,Loamy,Barley,17.5,17.8,39.4,17-17-17
32.0,44.5,35.5,Loamy,Millets,32.9,6.0,41.3,28-28
21.3,60.3,60.4,Red,Ground Nuts,13.3,37.3,25.3,Urea
34.5,71.4,30.2,Black,Oil seeds,11.0,44.7,44.6,DAP
32.8,78.1,43.0,Sandy,Tobacco,12.0,44.0,36.7,Urea
